InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,customer_id,Country,Category
536493,BO96487,Magazine Books,49,2025-07-18 11:07:58,99.79,12401.0,Australia,Books
536493,EL74462,Laptop Electronics,48,2025-06-10 19:38:34,57.93,12440.0,USA,Electronics
536493,CL21284,Shoes Clothing,36,2025-03-09 20:18:48,47.76,12380.0,Germany,Clothing
536494,EL44737,Smartphone Electronics,37,2025-04-27 20:25:24,87.52,12430.0,USA,Electronics
536495,CL67029,Hat Clothing,42,2024-05-05 05:53:48,43.44,12424.0,France,Clothing
536496,EL68879,Charger Electronics,20,2024-02-25 11:02:15,28.91,,Italy,Electronics
536497,EL22745,Speaker Electronics,32,2025-03-13 10:16:13,55.44,12360.0,UK,Electronics
536498,SP40281,Weights Sports,26,2023-12-12 08:06:09,69.3,12365.0,France,Sports
536498,CL12825,Jeans Clothing,22,2024-03-07 17:48:46,37.32,12430.0,Spain,Clothing
536499,EL32826,Speaker Electronics,28,2024-06-13 08:05:04,30.86,12439.0,Italy,Electronics
536499,HO84145,Plate Home,28,2024-11-23 17:48:07,80.42,12369.0,Germany,Home
536499,CL99832,T-Shirt Clothing,3,2024-06-18 22:31:24,94.37,12414.0,Spain,Clothing
536500,HO43112,Plate Home,1,2024-10-30 05:55:31,97.29,12423.0,Netherlands,Home
536501,HO98973,Plate Home,31,2024-01-31 18:46:51,41.49,12436.0,France,Home
536501,SP50016,Bottle Sports,49,2023-09-08 19:55:23,46.17,12393.0,Australia,Sports
536501,CL65074,Dress Clothing,42,2025-07-14 09:12:02,73.58,12405.0,Netherlands,Clothing
536501,BO86013,Biography Books,43,2025-04-11 18:10:35,59.99,12422.0,France,Books
536502,BO58861,Magazine Books,40,2025-05-30 01:34:50,74.96,12390.0,Germany,Books
536502,EL71775,Laptop Electronics,34,2025-05-06 01:51:06,8.57,12410.0,Italy,Electronics
536502,BO95484,Dictionary Books,46,2025-06-03 18:36:01,96.13,12432.0,Netherlands,Books
536502,SP93696,Bottle Sports,22,2025-02-07 22:35:42,36.01,12445.0,Germany,Sports
536503,CL59819,Hat Clothing,15,2024-11-24 20:35:25,96.18,12369.0,Canada,Clothing
536504,CL37025,Hat Clothing,12,2023-09-22 13:16:11,5.93,12409.0,Netherlands,Clothing
536504,EL70199,Laptop Electronics,10,2023-08-20 00:38:29,40.87,12403.0,Netherlands,Electronics
536504,CL57896,Shoes Clothing,20,2024-04-11 22:37:14,7.87,12417.0,Canada,Clothing
536505,EL59298,Speaker Electronics,34,2024-01-17 07:23:42,37.94,12346.0,USA,Electronics
536505,CL89992,Dress Clothing,12,2024-09-23 06:36:14,97.33,12381.0,Netherlands,Clothing
536506,HO65812,Cushion Home,1,2023-11-16 14:34:11,2.61,12393.0,USA,Home
536506,HO87399,Chair Home,36,2025-06-23 19:54:22,14.63,12402.0,UK,Home
536506,CL98197,Dress Clothing,21,2024-09-20 23:12:23,45.1,12403.0,Germany,Clothing
536507,EL17314,Smartphone Electronics,-48,2023-10-17 20:19:40,29.15,,Netherlands,Electronics
536507,EL61582,Laptop Electronics,23,2024-05-18 13:55:25,37.74,12363.0,Germany,Electronics
536507,CL59314,Hat Clothing,19,2024-06-07 09:34:02,61.89,12441.0,Germany,Clothing
536508,SP87445,Bottle Sports,20,2025-04-28 11:59:23,23.83,,Canada,Sports
536509,CL30880,Hat Clothing,-8,2024-03-12 14:15:34,52.1,12408.0,Spain,Clothing
536510,EL75972,Tablet Electronics,41,2024-10-01 03:20:06,52.04,12381.0,UK,Electronics
536511,CL90812,Jacket Clothing,23,2023-12-11 18:37:12,29.16,12359.0,UK,Clothing
536512,SP84539,Bottle Sports,33,2024-01-11 11:40:46,66.78,12385.0,UK,Sports
536512,BO66059,Dictionary Books,19,2024-11-28 23:55:00,21.38,12403.0,UK,Books
536512,EL16542,Tablet Electronics,34,2025-05-07 13:47:00,70.61,12380.0,Germany,Electronics
536513,EL52395,Charger Electronics,19,2024-08-03 08:04:16,95.22,12382.0,UK,Electronics
536514,BO73649,Novel Books,43,2025-01-21 07:02:27,46.84,12382.0,UK,Books
536514,BO59924,Novel Books,35,2024-02-15 02:18:57,85.15,12408.0,France,Books
536515,SP32000,Bottle Sports,22,2025-02-04 16:26:32,14.81,,Netherlands,Sports
536516,BO18884,Cookbook Books,14,2024-02-17 20:48:59,12.51,12402.0,Spain,Books
536517,CL27155,Jacket Clothing,10,2023-11-24 08:52:30,85.12,12406.0,Spain,Clothing
536517,SP15560,Towel Sports,10,2023-12-11 21:00:15,94.73,12389.0,Canada,Sports
536517,SP79232,Racket Sports,47,2025-06-11 12:21:18,42.7,12391.0,Australia,Sports
536518,CL95382,Hat Clothing,20,2025-02-05 14:56:13,16.2,12356.0,UK,Clothing
536519,CL52436,Shoes Clothing,15,2023-12-31 16:23:48,70.69,12416.0,Spain,Clothing
536520,BO79811,Dictionary Books,44,2024-01-15 20:32:43,29.25,12419.0,UK,Books
536521,CL90322,Jeans Clothing,19,2024-10-09 13:08:21,71.27,12431.0,Netherlands,Clothing
536522,EL75534,Smartphone Electronics,34,2024-11-11 22:56:03,65.76,12379.0,USA,Electronics
536523,SP37559,Weights Sports,32,2024-01-22 03:37:48,17.7,12421.0,UK,Sports
536523,BO93881,Magazine Books,6,2025-05-09 18:55:35,70.91,12375.0,Australia,Books
536524,BO46226,Cookbook Books,21,2023-12-14 04:33:55,95.54,12439.0,UK,Books
536525,BO69614,Cookbook Books,4,2023-11-11 01:50:40,2.37,12350.0,France,Books
536526,BO49064,Dictionary Books,29,2023-12-10 11:18:02,22.86,,UK,Books
536527,CL52841,Jacket Clothing,29,2024-09-13 02:07:38,11.53,12356.0,Italy,Clothing
536527,BO24496,Magazine Books,-36,2025-01-26 01:21:46,57.61,12354.0,Spain,Books
536528,BO78317,Biography Books,25,2024-12-10 08:33:32,42.35,12375.0,Germany,Books
536528,HO21488,Cushion Home,30,2025-01-04 10:40:43,91.5,12376.0,France,Home
536529,EL95436,Smartphone Electronics,38,2024-10-30 16:31:36,11.86,12355.0,Netherlands,Electronics
536530,CL92134,Jacket Clothing,41,2025-06-22 23:49:46,65.68,12424.0,Germany,Clothing
536531,HO83980,Chair Home,39,2024-01-15 06:36:07,54.8,12416.0,UK,Home
536532,BO51894,Novel Books,39,2024-05-02 18:26:51,48.48,12370.0,France,Books
536533,BO94822,Magazine Books,48,2023-10-17 21:59:22,76.86,12359.0,USA,Books
536534,CL21683,Hat Clothing,39,2024-11-26 14:33:04,54.44,12381.0,USA,Clothing
536534,CL90539,Hat Clothing,47,2024-11-17 12:16:56,54.64,12419.0,Spain,Clothing
536534,CL66858,Hat Clothing,8,2024-12-06 21:57:38,82.8,12443.0,Netherlands,Clothing
536534,CL71685,Dress Clothing,12,2025-01-18 00:23:49,65.64,12408.0,Spain,Clothing
536534,HO31256,Chair Home,18,2025-03-29 08:21:21,19.82,12353.0,Canada,Home
536534,BO69139,Biography Books,11,2024-03-09 10:14:28,66.47,12425.0,Canada,Books
536534,CL60278,Shoes Clothing,21,2024-10-07 11:45:23,49.28,12424.0,Australia,Clothing
536534,HO34490,Chair Home,34,2024-02-10 17:30:21,27.25,12361.0,France,Home
536535,BO31539,Novel Books,2,2024-06-10 15:09:45,68.22,12402.0,Italy,Books
536535,CL28703,Jeans Clothing,40,2023-09-25 02:54:32,37.04,12367.0,Germany,Clothing
536536,EL82943,Headphones Electronics,15,2024-07-04 21:42:21,99.11,12382.0,France,Electronics
536537,CL17287,Hat Clothing,47,2025-02-18 18:00:05,66.74,12348.0,UK,Clothing
536538,HO70122,Lamp Home,23,2024-12-28 15:41:59,42.58,12388.0,Netherlands,Home
536538,EL80709,Speaker Electronics,3,2024-08-04 04:44:34,96.9,12382.0,Canada,Electronics
536539,EL30284,Tablet Electronics,25,2024-04-09 09:31:03,10.03,12445.0,USA,Electronics
536540,HO18538,Plate Home,39,2024-02-09 14:12:49,75.59,12358.0,France,Home
536540,SP88725,Ball Sports,27,2024-05-21 15:54:27,44.51,12398.0,UK,Sports
536540,SP90669,Bottle Sports,19,2023-10-20 10:54:32,75.7,12384.0,USA,Sports
536541,HO51575,Lamp Home,30,2025-01-31 00:47:19,8.64,12428.0,Canada,Home
536541,HO85886,Lamp Home,44,2025-01-13 09:08:03,2.51,,Canada,Home
536541,BO92972,Biography Books,12,2024-01-17 07:31:29,12.85,12392.0,Australia,Books
536541,CL56537,Hat Clothing,40,2024-09-06 12:32:17,20.1,12361.0,France,Clothing
536542,BO55157,Manual Books,9,2025-07-15 15:34:21,57.71,12376.0,Germany,Books
536542,HO32503,Mug Home,41,2025-07-10 15:21:38,26.72,12431.0,USA,Home
536542,EL94896,Speaker Electronics,3,2024-02-25 06:22:35,40.15,12436.0,Spain,Electronics
536542,BO69762,Magazine Books,46,2024-09-18 12:54:46,46.74,12385.0,France,Books
536543,EL80050,Smartphone Electronics,37,2024-11-23 20:06:08,22.18,12383.0,Italy,Electronics
536543,CL47791,Dress Clothing,33,2023-09-07 04:57:33,40.81,12421.0,Italy,Clothing
536544,SP75309,Racket Sports,50,2024-12-23 12:11:00,79.56,12387.0,Canada,Sports
536544,EL10941,Speaker Electronics,22,2023-12-28 18:22:51,25.05,,Australia,Electronics
536544,BO69763,Biography Books,38,2023-12-05 10:54:16,32.87,12375.0,USA,Books
536545,EL70945,Smartphone Electronics,20,2023-11-28 06:24:16,14.89,12434.0,UK,Electronics
536546,CL45678,T-Shirt Clothing,46,2025-02-26 06:10:08,84.8,12442.0,Australia,Clothing
536546,CL60617,T-Shirt Clothing,-17,2024-05-14 13:45:23,56.46,12373.0,Netherlands,Clothing
536547,SP25252,Ball Sports,8,2024-11-29 00:14:16,0.0,12347.0,Germany,Sports
536547,EL30785,Smartphone Electronics,23,2025-03-24 13:46:04,22.24,12417.0,Canada,Electronics
536548,EL51138,Tablet Electronics,10,2025-02-18 13:47:41,28.09,12358.0,Canada,Electronics
536548,EL31595,Laptop Electronics,-29,2024-05-03 03:02:19,25.69,12424.0,France,Electronics
536549,SP84633,Racket Sports,5,2024-03-01 20:30:07,18.51,12415.0,UK,Sports
536549,CL62155,Shoes Clothing,41,2024-03-23 03:50:39,58.21,12436.0,UK,Clothing
536549,HO77040,Chair Home,49,2025-08-05 08:36:36,74.32,12421.0,UK,Home
536550,BO36221,Biography Books,47,2023-08-17 02:48:25,40.6,12408.0,Spain,Books
536551,SP70835,Weights Sports,47,2023-08-24 06:58:19,5.38,12359.0,France,Sports
536551,HO18372,Lamp Home,16,2023-08-27 06:42:17,12.22,12398.0,USA,Home
536552,BO38141,Biography Books,-11,2024-02-05 00:55:24,31.45,12370.0,France,Books
536552,HO70819,Plate Home,9,2023-12-28 16:06:46,8.1,12380.0,Australia,Home
536553,BO30829,Dictionary Books,13,2024-11-19 04:31:28,4.82,12360.0,Australia,Books
536553,SP41699,Mat Sports,7,2024-05-14 11:42:18,41.98,12431.0,Italy,Sports
536554,EL44275,Speaker Electronics,14,2024-11-29 22:38:19,26.79,12441.0,Canada,Electronics
536555,EL87044,Smartphone Electronics,12,2023-12-06 18:11:19,19.44,12376.0,USA,Electronics
536556,BO40162,Cookbook Books,40,2025-05-14 22:40:12,97.69,12368.0,Australia,Books
536556,SP58388,Racket Sports,35,2023-12-23 14:23:50,25.71,12359.0,UK,Sports
536556,EL38358,Charger Electronics,44,2024-12-05 10:39:34,86.15,12380.0,Spain,Electronics
536557,HO44004,Chair Home,3,2025-01-20 06:21:35,76.29,12387.0,France,Home
536558,SP94901,Racket Sports,50,2024-02-28 18:47:13,4.92,12408.0,USA,Sports
536558,CL34862,Jacket Clothing,12,2025-06-11 14:35:16,66.57,,Australia,Clothing
536559,BO14041,Dictionary Books,23,2024-03-12 02:38:44,70.77,12407.0,Italy,Books
536559,BO53594,Dictionary Books,33,2025-03-13 03:41:51,74.65,12434.0,Netherlands,Books
536560,EL82030,Tablet Electronics,35,2024-06-20 01:22:57,60.66,12381.0,USA,Electronics
536560,EL66264,Charger Electronics,20,2023-10-16 02:13:07,40.43,12361.0,Italy,Electronics
536560,SP13169,Towel Sports,12,2025-02-09 21:57:50,59.6,12426.0,USA,Sports
536560,SP75508,Bottle Sports,38,2024-09-23 14:39:27,71.07,12425.0,Netherlands,Sports
536561,SP38995,Racket Sports,11,2023-12-22 16:18:17,24.05,12381.0,Spain,Sports
536562,HO83329,Mug Home,41,2024-09-22 21:18:58,53.75,12384.0,USA,Home
536563,CL45293,Dress Clothing,26,2025-02-11 19:21:49,88.79,12359.0,Germany,Clothing
536563,BO47862,Novel Books,29,2023-09-21 08:11:15,54.84,12389.0,France,Books
536564,EL91799,Charger Electronics,15,2024-01-19 23:26:31,68.24,12380.0,Netherlands,Electronics
536564,SP85663,Towel Sports,40,2023-11-08 03:14:07,45.72,12360.0,Canada,Sports
536565,SP82413,Racket Sports,45,2024-01-26 03:38:49,5.0,12348.0,USA,Sports
536565,BO12239,Cookbook Books,37,2024-04-01 18:28:18,8.33,12393.0,Italy,Books
536565,EL65708,Charger Electronics,6,2023-08-25 06:00:42,87.41,12420.0,Germany,Electronics
536565,CL78403,Jacket Clothing,32,2024-06-03 21:46:56,42.38,12353.0,Netherlands,Clothing
536565,BO39838,Magazine Books,47,2024-05-31 22:30:16,37.76,12384.0,Canada,Books
536565,EL77282,Headphones Electronics,41,2023-09-26 12:35:05,31.98,12398.0,Australia,Electronics
536566,HO57334,Lamp Home,18,2024-07-13 15:58:43,72.94,12416.0,Germany,Home
536566,CL52836,Hat Clothing,26,2024-12-31 06:56:35,15.15,12377.0,Spain,Clothing
536567,EL90140,Headphones Electronics,21,2025-05-15 23:01:50,75.48,12396.0,UK,Electronics
536567,HO12256,Mug Home,29,2024-05-26 07:16:03,93.47,12441.0,Canada,Home
536567,BO17712,Magazine Books,40,2024-01-04 07:49:53,79.06,12425.0,Spain,Books
536567,SP58058,Bottle Sports,46,2025-01-21 02:45:31,47.77,12354.0,France,Sports
536567,HO85247,Lamp Home,-31,2025-03-25 07:31:11,3.72,12361.0,Germany,Home
536567,BO32894,Manual Books,44,2025-06-05 10:35:31,53.1,,Canada,Books
536568,EL76784,Charger Electronics,23,2023-08-30 23:53:23,93.99,12422.0,Germany,Electronics
536569,CL46170,Hat Clothing,9,2025-03-03 18:28:13,64.41,12401.0,Germany,Clothing
536569,SP77179,Racket Sports,40,2024-04-17 11:15:01,20.76,12438.0,Australia,Sports
536570,HO31036,Mug Home,31,2024-12-05 08:20:36,40.25,12358.0,Canada,Home
536571,SP71839,Bottle Sports,21,2024-12-24 17:46:59,7.84,12368.0,Italy,Sports
536571,BO82604,Biography Books,40,2024-10-24 09:00:40,36.2,12364.0,Spain,Books
536572,EL79618,Headphones Electronics,43,2023-12-16 17:58:04,99.83,12400.0,France,Electronics
536572,CL89736,Jeans Clothing,38,2025-05-06 06:18:44,77.95,12368.0,France,Clothing
536572,EL71594,Smartphone Electronics,13,2024-07-13 22:27:57,8.75,12359.0,Italy,Electronics
536572,BO68058,Magazine Books,37,2024-01-25 12:44:14,88.11,,Spain,Books
536572,HO61990,Plate Home,26,2024-03-19 21:30:50,13.95,12377.0,Netherlands,Home
536572,BO15831,Manual Books,26,2024-12-26 20:39:26,72.06,12439.0,Australia,Books
536573,BO91774,Magazine Books,13,2023-10-17 01:15:31,91.58,12385.0,USA,Books
536574,EL15953,Smartphone Electronics,14,2024-12-13 11:50:10,64.88,12359.0,Netherlands,Electronics
536574,HO68531,Table Home,41,2024-05-12 09:21:36,18.69,12435.0,Italy,Home
536574,EL79626,Smartphone Electronics,28,2025-05-07 13:01:14,46.07,12402.0,Canada,Electronics
536575,BO60114,Magazine Books,15,2023-12-08 04:59:31,42.96,12421.0,USA,Books
536575,EL29696,Smartphone Electronics,10,2025-07-03 12:58:34,60.15,12414.0,Spain,Electronics
536575,CL15263,T-Shirt Clothing,37,2024-11-08 03:08:07,32.93,12409.0,Italy,Clothing
536575,BO63187,Cookbook Books,37,2025-03-14 02:37:42,21.71,12384.0,Australia,Books
536575,SP57254,Racket Sports,29,2025-02-07 20:15:45,16.85,12364.0,France,Sports
536575,BO30968,Manual Books,32,2024-10-11 00:26:29,27.21,12423.0,Australia,Books
536576,CL86949,Dress Clothing,21,2025-07-10 22:24:43,50.27,12397.0,Italy,Clothing
536576,HO93876,Lamp Home,35,2024-05-25 02:35:25,29.06,12395.0,Germany,Home
536577,SP68036,Weights Sports,14,2025-03-07 04:35:03,99.22,12392.0,Netherlands,Sports
536577,HO98311,Table Home,17,2023-12-11 19:53:09,35.02,12417.0,Germany,Home
536578,SP57985,Weights Sports,4,2025-05-05 05:32:27,0.0,12397.0,France,Sports
536579,SP56085,Mat Sports,24,2023-12-29 17:38:13,99.26,12356.0,Netherlands,Sports
536579,BO55320,Dictionary Books,43,2024-11-22 16:41:34,5.44,12355.0,Italy,Books
536580,BO19546,Cookbook Books,34,2025-05-19 11:24:39,48.95,12403.0,Spain,Books
536580,HO24561,Plate Home,28,2024-02-28 04:54:30,0.0,12368.0,USA,Home
536580,EL12193,Tablet Electronics,48,2024-01-08 19:36:23,60.22,12429.0,Spain,Electronics
536580,HO35556,Chair Home,6,2024-04-19 01:59:38,82.52,12440.0,Netherlands,Home
536581,BO16028,Biography Books,46,2024-03-09 12:13:09,31.84,12346.0,Italy,Books
536582,HO51031,Lamp Home,12,2024-02-07 08:20:38,59.71,12415.0,Canada,Home
536582,BO90714,Biography Books,30,2023-11-14 19:55:13,66.92,12414.0,UK,Books
536583,CL24303,Dress Clothing,2,2024-02-29 03:50:34,92.48,12386.0,Spain,Clothing
536583,SP33409,Weights Sports,20,2025-01-20 15:09:32,39.25,12420.0,UK,Sports
536583,SP37070,Weights Sports,3,2024-08-22 23:09:23,69.88,12429.0,Netherlands,Sports
536583,SP80955,Bottle Sports,27,2023-10-28 12:40:57,59.25,12417.0,Italy,Sports
536583,EL82621,Smartphone Electronics,1,2024-02-01 18:33:11,38.9,12417.0,Netherlands,Electronics
536583,HO75229,Plate Home,32,2023-09-24 15:22:28,61.64,12398.0,Germany,Home
536583,CL85024,Shoes Clothing,27,2024-03-05 07:13:53,7.58,,Netherlands,Clothing
536583,EL83664,Speaker Electronics,28,2024-09-16 23:04:23,10.56,12362.0,Canada,Electronics
536584,HO43989,Mug Home,9,2024-03-13 02:02:14,97.43,12359.0,France,Home
536584,CL55882,Shoes Clothing,18,2025-06-10 04:44:59,94.98,12398.0,Germany,Clothing
536585,BO80135,Novel Books,44,2025-03-16 15:29:21,65.16,12386.0,Netherlands,Books
536585,BO96057,Cookbook Books,12,2023-10-11 23:35:27,47.95,12381.0,Italy,Books
536586,CL67835,Jacket Clothing,30,2025-01-08 07:55:41,75.64,12425.0,UK,Clothing
536586,SP70040,Weights Sports,32,2024-02-11 06:26:20,16.47,12428.0,USA,Sports
536587,SP63078,Towel Sports,31,2025-06-18 18:28:29,52.1,12409.0,Australia,Sports
536587,CL96535,Shoes Clothing,40,2023-12-16 20:20:36,48.37,12348.0,UK,Clothing
536587,HO46273,Chair Home,11,2024-02-23 20:32:35,91.68,12420.0,Australia,Home
536587,HO73163,Mug Home,17,2024-04-15 06:31:48,14.29,12355.0,Australia,Home
536587,BO42442,Dictionary Books,5,2024-08-06 14:42:54,1.65,12365.0,Germany,Books
536587,EL76233,Smartphone Electronics,38,2024-06-05 13:36:40,22.08,12374.0,Netherlands,Electronics
536588,HO66862,Cushion Home,10,2023-08-16 22:47:19,60.56,12388.0,Italy,Home
536588,CL54429,Dress Clothing,10,2025-01-30 15:37:05,8.41,12352.0,Germany,Clothing
536588,EL38017,Headphones Electronics,12,2024-03-17 09:38:31,7.91,12444.0,Germany,Electronics
536588,HO29770,Mug Home,33,2023-10-23 08:47:42,27.39,12398.0,UK,Home
536589,SP40310,Racket Sports,49,2023-10-10 14:33:16,5.81,12442.0,UK,Sports
536590,BO90661,Biography Books,6,2025-02-25 03:36:55,63.88,12371.0,France,Books
536591,SP40498,Towel Sports,49,2025-05-27 21:31:06,60.23,12358.0,France,Sports
536592,HO21320,Cushion Home,10,2024-08-30 06:36:38,18.8,12425.0,Italy,Home
536592,BO93098,Dictionary Books,-2,2024-01-07 05:00:38,74.92,12375.0,UK,Books
536592,BO67066,Cookbook Books,32,2024-05-10 06:44:14,6.58,12390.0,France,Books
536592,CL80732,Shoes Clothing,24,2025-06-16 20:56:28,6.57,12392.0,Germany,Clothing
536593,HO72181,Table Home,41,2025-05-15 07:59:09,6.35,12389.0,Germany,Home
536593,HO12526,Chair Home,29,2025-03-04 00:15:26,71.73,12392.0,France,Home
536593,HO17470,Plate Home,11,2024-02-04 20:42:17,75.27,,Australia,Home
536593,BO65574,Novel Books,23,2023-12-26 17:08:32,66.23,12437.0,Spain,Books
536593,BO81823,Manual Books,-10,2023-09-19 15:33:13,79.52,12398.0,Italy,Books
536594,HO45366,Plate Home,33,2023-10-28 08:09:23,2.81,,Canada,Home
536595,BO80678,Dictionary Books,43,2024-03-14 10:15:31,98.37,12437.0,UK,Books
536596,CL89685,Jeans Clothing,36,2023-08-13 10:42:37,78.93,12381.0,USA,Clothing
536597,CL42080,Hat Clothing,43,2025-07-21 16:24:58,61.9,12385.0,Netherlands,Clothing
536598,HO90770,Table Home,35,2025-08-05 15:00:41,42.77,12373.0,Germany,Home
536598,CL25883,Shoes Clothing,38,2023-10-21 00:56:50,99.48,12348.0,Netherlands,Clothing
536599,SP22453,Mat Sports,-25,2024-01-16 15:30:08,72.82,12397.0,Italy,Sports
536600,SP90426,Ball Sports,37,2024-09-03 20:51:00,28.54,12434.0,Italy,Sports
536601,HO12591,Chair Home,31,2025-04-19 00:17:56,75.79,12444.0,Italy,Home
536601,CL84638,Jacket Clothing,19,2023-10-19 18:03:52,19.55,12408.0,Netherlands,Clothing
536602,BO30493,Biography Books,28,2024-01-12 10:34:39,30.92,12407.0,Canada,Books
536602,EL51270,Laptop Electronics,27,2025-07-05 05:19:51,64.73,12445.0,Canada,Electronics
536602,CL99542,Jacket Clothing,17,2024-09-14 03:19:42,17.91,12443.0,Australia,Clothing
536602,EL28769,Speaker Electronics,26,2024-04-13 10:33:25,61.16,12396.0,France,Electronics
536602,HO14504,Mug Home,23,2024-10-31 03:32:38,71.21,12424.0,Spain,Home
536603,SP13753,Towel Sports,10,2025-06-01 19:44:39,90.77,12415.0,Germany,Sports
536603,HO74906,Chair Home,27,2024-06-14 17:29:02,39.28,12355.0,Italy,Home
536603,EL34456,Speaker Electronics,47,2025-02-23 06:11:25,24.26,12432.0,UK,Electronics
536604,SP38794,Racket Sports,9,2023-10-13 03:15:34,35.36,12346.0,Canada,Sports
536604,EL21134,Speaker Electronics,16,2023-08-20 17:17:23,24.32,12421.0,Netherlands,Electronics
536605,EL77423,Charger Electronics,6,2025-06-26 18:51:13,19.49,12420.0,UK,Electronics
536606,SP86661,Weights Sports,41,2025-06-11 15:37:41,76.36,12357.0,Italy,Sports
536607,EL71699,Tablet Electronics,19,2025-07-07 09:02:34,19.41,12376.0,Canada,Electronics
536607,CL92334,Hat Clothing,40,2025-02-05 15:06:56,61.04,12406.0,USA,Clothing
536608,SP76757,Bottle Sports,17,2024-01-19 07:41:18,21.57,12443.0,Australia,Sports
536608,EL43953,Laptop Electronics,45,2024-10-17 01:44:07,79.7,12373.0,Australia,Electronics
536609,CL48413,Dress Clothing,14,2024-09-18 07:27:02,5.3,12420.0,Spain,Clothing
536609,CL96016,Jeans Clothing,14,2024-09-25 05:42:10,35.44,12414.0,USA,Clothing
536609,EL40118,Speaker Electronics,1,2023-09-26 19:14:27,18.92,,Australia,Electronics
536610,EL90273,Speaker Electronics,29,2023-11-28 22:01:27,98.45,12385.0,UK,Electronics
536610,EL53250,Charger Electronics,11,2024-01-08 15:44:13,54.78,,USA,Electronics
536610,SP35712,Bottle Sports,16,2025-08-08 04:13:24,67.49,12421.0,Spain,Sports
536611,HO68269,Cushion Home,28,2024-05-11 08:50:39,24.42,12394.0,Italy,Home
536611,BO68560,Manual Books,19,2025-04-03 08:12:42,50.19,12370.0,Canada,Books
536612,BO33052,Biography Books,43,2025-02-17 12:25:58,25.61,12419.0,Canada,Books
536612,SP17426,Racket Sports,25,2024-06-03 22:35:00,67.94,12363.0,Italy,Sports
536613,HO18200,Cushion Home,-47,2025-06-01 03:57:43,89.65,12405.0,France,Home
536613,BO36039,Magazine Books,30,2024-05-30 23:19:38,71.27,12438.0,UK,Books
536614,EL68454,Laptop Electronics,25,2023-12-09 06:18:21,97.72,12445.0,USA,Electronics
536614,EL57151,Speaker Electronics,27,2025-01-01 00:49:21,50.77,12431.0,Netherlands,Electronics
536615,CL65481,Shoes Clothing,18,2024-02-28 04:24:22,76.26,12443.0,Canada,Clothing
536615,SP69938,Ball Sports,1,2024-06-16 08:54:43,39.38,12387.0,Australia,Sports
536615,EL90751,Charger Electronics,44,2024-05-16 23:29:01,3.49,12385.0,Italy,Electronics
536616,HO80120,Cushion Home,1,2024-05-25 13:04:49,14.21,,Spain,Home
536617,EL80969,Tablet Electronics,23,2025-01-14 14:49:11,99.86,12417.0,UK,Electronics
536617,SP70412,Bottle Sports,21,2024-01-23 03:57:01,59.31,12360.0,Spain,Sports
536617,CL95614,T-Shirt Clothing,41,2025-05-17 13:31:15,2.36,12400.0,Spain,Clothing
536617,EL47156,Charger Electronics,37,2024-04-05 16:16:00,91.03,12383.0,Italy,Electronics
536617,CL30380,Dress Clothing,48,2025-01-09 21:26:04,16.38,12406.0,Australia,Clothing
536617,HO84252,Plate Home,4,2023-08-14 03:36:08,38.93,12436.0,Canada,Home
536618,SP49066,Weights Sports,41,2024-02-29 18:20:58,88.7,12368.0,Germany,Sports
536618,HO86536,Mug Home,5,2025-07-24 02:50:30,34.22,12364.0,Canada,Home
536619,SP28835,Ball Sports,22,2023-12-31 23:30:21,94.3,12414.0,UK,Sports
536619,HO61008,Lamp Home,-25,2024-03-08 09:59:07,21.74,12352.0,USA,Home
536620,CL78670,Dress Clothing,45,2025-06-19 17:08:09,89.75,12375.0,Italy,Clothing
536620,HO93296,Lamp Home,46,2024-09-05 11:50:00,7.94,12398.0,Germany,Home
536621,HO19537,Chair Home,46,2024-01-25 12:57:56,87.63,12352.0,Canada,Home
536622,CL66798,Jeans Clothing,19,2024-12-22 18:47:14,9.78,12411.0,Netherlands,Clothing
536623,BO93853,Magazine Books,50,2023-11-02 22:38:27,1.27,12358.0,Canada,Books
536624,HO96474,Chair Home,7,2025-06-04 08:08:23,59.58,12393.0,Italy,Home
536625,SP33694,Mat Sports,2,2023-10-26 12:01:08,70.55,12435.0,Canada,Sports
536625,CL97186,Dress Clothing,13,2024-04-29 00:51:04,34.54,12378.0,Italy,Clothing
536625,BO10742,Biography Books,16,2024-10-01 13:22:56,23.31,12348.0,Australia,Books
536626,SP87992,Weights Sports,44,2024-09-30 11:23:42,8.06,12380.0,Australia,Sports
536627,CL92949,Hat Clothing,17,2025-02-12 07:24:01,47.1,12431.0,France,Clothing
536627,BO86545,Biography Books,15,2024-08-29 00:25:13,17.97,12354.0,USA,Books
536628,SP71768,Racket Sports,27,2023-10-27 17:07:19,52.67,12434.0,Germany,Sports
536628,CL38997,Hat Clothing,29,2024-03-10 20:36:45,60.17,12410.0,Netherlands,Clothing
536628,HO33754,Plate Home,38,2024-03-26 18:52:32,55.73,12363.0,UK,Home
536628,CL26376,Jacket Clothing,5,2025-01-03 17:27:42,50.06,12348.0,USA,Clothing
536628,HO90989,Chair Home,7,2023-10-17 09:22:33,71.86,12348.0,Netherlands,Home
536628,CL84351,Jeans Clothing,40,2024-01-07 05:32:32,78.45,12437.0,Netherlands,Clothing
536629,CL10621,Jacket Clothing,1,2023-11-30 08:15:01,85.32,12378.0,Italy,Clothing
